"","lat","lng","class","info","height"
"387",10.41,123.13,"Green","Canlaon Mtn. - 2430m",2430
"388",-6.76916,106.965,"DeepGreen","Pangrango - 3019m",3019
"389",38.535,35.45083,"DeepGreen","Erciyes Dagi - 3917m",3917
"390",28.07583,60.01083,"DeepGreen","Kuh-e Zendan - 3503m",3503
"391",34.30083,36.11666,"DeepGreen","Qornet es Saouda - 3087m",3087
"392",27.89,87.08833,"DarkRed","Makalu - 8485m",8485
"393",28.7625,83.38916,"Red","Dhaulagiri II - 7751m",7751
"394",38.51,72.35416,"Orange","Qullai Istiqlol - 6940m",6940
"395",-8.65166,120.44833,"Green","Poco Mandasawu - 2370m",2370
"396",29.16583,96.72416,"Orange","Bairiga - 6882m",6882
"397",28.3925,85.13,"Red","Yangra Kangri - 7422m",7422
"398",27.82416,89.26916,"Red","Chomolhari - 7090m",7090
"399",39.455,73.56666,"Orange","Gora Khurumdy - 6610m",6610
"400",42.69916,44.51833,"Yellow","Gora Kazbek - 5034m",5034
"401",37.79694,35.15555,"DeepGreen","Demirkazik Tepe - 3756m",3756
"402",28.09416,86.66083,"DarkRed","Cho Oyu - 8188m",8188
"403",36.52166,80.315,"Yellow","Tekilik Shan - 5470m",5470
"404",0.07916,99.98416,"Green","Talakmau - 2912m",2912
"405",34.865,77.7525,"Red","Saser Kangri I - 7672m",7672
"406",33.98,76.02166,"Red","Nun - 7135m",7135
"407",34.03833,69.9025,"Blue","Sikaram Sar - 4755m",4755
"408",39.23583,71.91083,"Yellow","Pik Sat - 5900m",5900
"409",36.28916,137.64805,"DeepGreen","Hotaka-dake - 3190m",3190
"410",8.2175,123.63666,"Green","Mt. Malindang - 2404m",2404
"411",43.66361,142.85416,"Green","Asahi-dake - 2290m",2290
"412",40.83638,41.16083,"DeepGreen","Kackar Dagi - 3932m",3932
"413",31.60583,54.06833,"Blue","Shir Kuh - 4050m",4050
"414",35.84,74.8975,"Red","Haramosh - 7406m",7406
"415",31.44,110.3075,"DeepGreen","Dashennongjia - 3100m",3100
"416",28.43833,98.68333,"Orange","Kawagebo - 6740m",6740
"417",39.19888,68.19527,"Yellow","Gora Chimtarga - 5489m",5489
"418",-1.29916,121.5425,"Green","Bulu Kandela - 2870m",2870
"419",30.37083,90.58583,"Red","Nyainq�ntanglha Feng - 7162m",7162
"420",33.955,107.76333,"DeepGreen","Taibai Shan - 3750m",3750
"421",35.67416,138.23666,"DeepGreen","Kita-dake - 3192m",3192
"422",-3.665,121.23583,"Green","Gunung Mekongga - 2650m",2650
"423",28.72916,102.37916,"Blue","Huatou Jian - 4750m",4750
"424",-3.87083,135.87083,"DeepGreen","Pegunungan Kobowre - 3750m",3750
"425",15.06916,107.975,"Green","Ngoc Linh - 2598m",2598
"426",32.80833,81.00083,"Orange","Nganglong Kangri - 6720m",6720
"427",27.865,92.5325,"Red","Kangt� - 7060m",7060
"428",42.50583,74.58083,"Blue","Pik Semionova Tien-Shanskogo  - 4895m",4895
"429",36.00166,74.87583,"Red","Malubiting West - 7453m",7453
"430",38.93166,42.83416,"Blue","S�phan Dagi - 4058m",4058
"431",28.94833,90.17833,"Red","Norin Kang - 7206m",7206
"432",30.90416,93.7875,"Orange","Sepu Kangri - 6980m",6980
"433",32.4175,77.07083,"Orange","Shikar Beh - 6200m",6200
"434",35.72583,76.695,"DarkRed","Gasherbrum I  - 8080m",8080
"435",35.405,76.8475,"Red","Saltoro Kangri I - 7742m",7742
"436",37.14583,73.215,"Orange","Kuh-e Belandtarin - 6286m",6286
"437",32.67583,103.84666,"Yellow","Xuebao Ding - 5588m",5588
"438",21.23333,93.90333,"DeepGreen","Mt. Victoria - 3070m",3070
"439",38.42416,73.3025,"Orange","Soviet Officers Peak - 6233m",6233
"440",40.52277,44.19583,"Blue","Aragats Lerrnagagat - 4090m",4090
"441",-2.74833,119.36833,"DeepGreen","Tanete Gandangdewata - 3074m",3074
"442",4.6325,102.23416,"Green","Gunung Tahan - 2187m",2187
"443",36.59,73.34166,"Orange","Ghamubar Zom - 6518m",6518
"444",42.57416,45.315,"Blue","Tebulosmta - 4493m",4493
"445",-7.81388,111.76,"Green","Gunung Liman - 2563m",2563
"446",11.38916,122.16166,"Green","Mt. Madiac - 2117m",2117
"447",34.64333,67.625,"Yellow","Shah Fuladi - 5060m",5060
"448",-0.73666,127.52416,"Green","Buku Sibela - 2111m",2111
"449",28.555,84.94444,"Red","Chamar  - 7165m",7165
"450",29.94916,102.05,"Orange","Lamo-She - 6070m",6070
"451",-0.38,100.47416,"Green","Gunung Marapi - 2891m",2891
"452",-7.3225,107.86,"Green","Gunung Cikuray - 2820m",2820
"453",38.83333,105.95,"DeepGreen","Helan Shan HP - 3540m",3540
"454",39.61944,70.71888,"Yellow","Pik Skalistiy - 5621m",5621
"455",32.365,50.0775,"Blue","Zard Kuh - 4200m",4200
"456",32.08916,77.73333,"Orange","Parvati Parvat - 6633m",6633
"457",43.38166,93.35583,"Blue","Barkol Shan - 4320m",4320
"458",27.88666,56.3475,"DeepGreen","Kuh-e Fareghan - 3240m",3240
"459",27.43166,55.13416,"Green","Kuh-e Shab - 2681m",2681
"460",11.4025,76.7375,"Green","Doddabetta - 2636m",2636
"461",8.81833,117.675,"Green","Mt. Mantaling - 2085m",2085
"462",33.72333,78.52833,"Orange","Kangju Kangri - 6725m",6725
"463",18.98083,103.15166,"Green","Phou Bia - 2830m",2830
"464",12.40583,108.42416,"Green","Chu Yang Sin - 2420m",2420
"465",37.39277,34.63,"DeepGreen","Medetsiz Tepe - 3524m",3524
"466",24.11166,99.64,"DeepGreen","Daxue Shan - 3500m",3500
"467",-8.64166,126.59583,"Green","Gunung Matebeanfeto - 2372m",2372
"468",12.41666,122.56916,"Green","Sibuyan Island HP - 2050m",2050
"469",30.00666,80.92916,"Red","Api - 7132m",7132
"470",27.95333,88.8425,"Red","Pauhunri - 7107m",7107
"471",27.5775,88.21583,"Orange","Pandim - 6691m",6691
"472",37.91333,87.38916,"Orange","Sulamutag Feng - 6245m",6245
"473",43.0525,43.135,"Yellow","Gora DykhTau - 5205m",5205
"474",-1.06583,122.19166,"Green","Gunung Tumpu - 2565m",2565
"475",4.04583,114.93,"Green","Gunung Mulu - 2376m",2376
"476",27.42583,56.1725,"Green","Kuh-e Genu - 2350m",2350
"477",-0.65916,112.68833,"Green","Bukit Raya - 2300m",2300
"478",15.48166,120.12083,"Green","High Peak - 2037m",2037
"479",-2.57083,138.67416,"Green","Pegunungan Gauttier - 2230m",2230
"480",30.3425,93.915,"Orange","Pt. 6842 - 6842m",6842
"481",30.33583,130.5025,"LightGreen","Miyanoura-dake - 1936m",1936
"482",4.65,101.36166,"Green","Gunong Yong Belar - 2180m",2180
"483",36.43166,71.82833,"Red","Noshaq - 7492m",7492
"484",28.20333,87.6075,"Orange","Ny�nno Ri - 6724m",6724
"485",36.28833,76.38833,"Orange","Surukwat Kangri - 6792m",6792
"486",29.18083,98.46,"Orange","Damyon - 6324m",6324
"487",-9.56083,124.23,"Green","Nuaf Nefomasi - 2351m",2351
"488",-2.73333,134.58416,"Green","Pegunungan Wondiwoi - 2180m",2180
"489",33.76666,133.11416,"LightGreen","Tengu-dake - 1982m",1982
"490",27.21333,103.0775,"Blue","Yao Shan - 4050m",4050
"491",35.295,77.02166,"Red","K12 - 7428m",7428
"492",36.5475,72.11666,"Red","Saraghrar - 7338m",7338
"493",35.41861,76.55111,"Red","K6 - 7282m",7282
"494",36.72416,84.60166,"Orange","Ak Tag - 6748m",6748
"495",37.88916,72.18916,"Orange","Pik Patkhor - 6080m",6080
"496",30.07,57.46583,"Blue","Kuh-e Palvar - 4229m",4229
"497",26.15833,103.23583,"Blue","Pt. 4030 - 4030m",4030
"498",32.44083,57.36916,"Green","Kuh-e Nay Band - 2960m",2960
"499",27.61333,56.66916,"Green","Khvoshkuh - 2650m",2650
"500",3.905,115.48833,"Green","Gunung Murud - 2423m",2423
"501",36.60472,30.11722,"DeepGreen","Bey Daglari - 3070m",3070
"502",27.86083,117.78416,"Green","Huanggang Shan - 2170m",2170
"503",29.8075,99.60583,"Orange","Ge'nyen - 6204m",6204
"504",28.30416,86.35083,"Red","Lapche Kang  - 7367m",7367
"505",33.68,74.54083,"Blue","Sanset - 4745m",4745
"506",30.4925,50.89916,"DeepGreen","Kuh-e Hami - 3190m",3190
"507",6.36,125.07583,"Green","Mt. Matutum - 2286m",2286
"508",3.82333,102.09416,"Green","Gunung Benum - 2107m",2107
"509",13.65916,123.37333,"Green","Mt. Isarog - 2000m",2000
"510",33.36166,126.52916,"LightGreen","Halla-san - 1950m",1950
"511",-8.19666,119.07,"LightGreen","Pulau Sangeang - 1949m",1949
"512",36.4125,87.385,"Orange","Ulugh Muztagh - 6973m",6973
"513",29.83333,84.61333,"Red","Lunpo Gangri - 7095m",7095
"514",35.31583,80.91583,"Red","Liushi Shan - 7167m",7167
"515",34.79833,99.4625,"Orange","Dradullungshog - 6282m",6282
"516",28.8,91.965,"Orange","Yarla Shampo - 6636m",6636
"517",38.19,88.90833,"Orange","Yusupu Aleketag Shan - 6065m",6065
"518",28.90416,98.38416,"Yellow","Pt. 5841 - 5841m",5841
"519",38.425,72.76,"Yellow","Gora Radzhi-Bek - 5735m",5735
"520",24.38333,121.23,"DeepGreen","Hsueh Shan - 3884m",3884
"521",38.1275,34.16666,"DeepGreen","Hasan Dagi - 3268m",3268
"522",21.57083,104.30666,"Green","Phu Luong - 2985m",2985
"523",31.4525,100.22333,"Yellow","Kawarani - 5992m",5992
"524",26.31333,114.03666,"Green","Nanfengmian - 2140m",2140
"525",14.0675,121.4925,"Green","Banahaw - 2170m",2170
"526",27.145,98.15166,"DeepGreen","Hkaru Bum - 3677m",3677
"527",36.02416,90.86583,"Orange","Buka Daban Feng - 6860m",6860
"528",31.88472,78.73555,"Orange","Reo Purgyil - 6816m",6816
"529",32.52583,78.4,"Orange","Gya - 6794m",6794
"530",36.10833,76.2125,"Red","Huang Guan Shan - 7295m",7295
"531",28.7375,84.41694,"Red","Nemjung - 7140m",7140
"532",28.39666,100.34916,"Orange","Xiannairi - 6032m",6032
"533",27.89416,103.23666,"Blue","Daliang Shan HP - 4041m",4041
"534",34.10333,73.4075,"Green","Miranjani - 2981m",2981
"535",35.97083,138.36916,"Green","Aka-dake - 2899m",2899
"536",35.9475,75.75333,"Red","Baintha Brakk I - 7285m",7285
"537",42.03666,80.50416,"Orange","Pt. 6588 - 6588m",6588
"538",36.15416,136.77,"Green","Haku-san - 2702m",2702
"539",-1.68416,120.99833,"Green","Pegunungan Pompangeo - 2590m",2590
"540",-0.66166,132.88916,"Green","Bon Irau - 2500m",2500
"541",39.09916,140.05083,"Green","Chokai-san - 2236m",2236
"542",36.57916,54.76416,"DeepGreen","Kuh-e Shahvar - 3890m",3890
"543",35.54083,74.88166,"Yellow","Dofana - 5940m",5940
"544",42.82666,140.81138,"LightGreen","Yotei-zan - 1898m",1898
"545",42.21083,80.175,"Red","Khan Tangiri Shyngy - 7010m",7010
"546",29.37833,82.63916,"Orange","Kanjiroba - 6883m",6883
"547",33.48166,79.33666,"Orange","Bangong - 6260m",6260
"548",36.28083,59.04916,"DeepGreen","Kuh-e Siah Khvani - 3314m",3314
"549",-2.50666,140.525,"Green","Pegunungan Cycloop - 2000m",2000
"550",29.115,97.0775,"Orange","Yuhe Kangri - 6327m",6327
"551",13.46666,98.805,"Green","Myinmoletkat Taung - 2072m",2072
"552",1.45333,125.03083,"LightGreen","Gunung Klabat - 1990m",1990
"553",31.69666,85.06333,"Orange","Shakangsham - 6822m",6822
"554",29.89083,81.495,"Red","Saipal - 7030m",7030
"555",36.72666,73.89083,"Orange","Chiantar Sar - 6416m",6416
"556",28.82416,98.06083,"Orange","Baxoila Ling - 6146m",6146
"557",34.55611,75.83555,"Yellow","Pt. 5608 - 5608m",5608
"558",36.25583,69.795,"Yellow","Pt. 5120� - 5120m",5120
"559",18.58833,98.4875,"Green","Doi Inthanon - 2576m",2576
"560",18.89833,109.70416,"LightGreen","Wuzhi Shan - 1840m",1840
"561",9.09666,125.705,"LightGreen","Mt. Hilong-hilong - 1920m",1920
"562",28.155,90.0625,"Red","Tongshanjiabu - 7207m",7207
"563",43.43833,86.08333,"Yellow","Heyuan Feng - 5289m",5289
"564",41.96,46.92333,"Blue","Gora Dyul'tydag - 4127m",4127
"565",37.73083,46.5,"DeepGreen","Kuh-e Sahand - 3707m",3707
"566",34.41833,47.24333,"DeepGreen","Kuh-e Parau - 3360m",3360
"567",33.53333,57.2275,"Green","Eshdeger Range HP - 2920m",2920
"568",36.37583,50.9625,"Blue","Alam Kuh - 4805m",4805
"569",2.78083,125.40666,"LightGreen","Karangetang - 1827m",1827
"570",22.6425,98.07416,"Green","Loi Leng - 2673m",2673
"571",39.15916,46.00583,"DeepGreen","Kaputzhukh Lerr - 3905m",3905
"572",35.14083,77.5775,"Red","Mamostong Kangri - 7516m",7516
"573",36.43666,72.86083,"Orange","Shah Dok - 6320m",6320
"574",42.33833,46.25166,"Blue","Gora Addala Shukgelmezr - 4152m",4152
"575",31.6825,69.9375,"DeepGreen","Obasta Tsukai - 3441m",3441
"576",28.82833,65.195,"DeepGreen","Ras Koh - 3003m",3003
"577",33.41333,35.85666,"Green","Mt. Hermon - 2814m",2814
"578",8.59833,125.09833,"Green","Mt. Mangabon - 2480m",2480
"579",2.91833,98.42333,"Green","Gunung Sibuatan - 2457m",2457
"580",-8.22083,125.02083,"LightGreen","Dola Koyakoya - 1821m",1821
"581",25.97694,56.23166,"Green","Jebel al Harim - 2087m",2087
"582",37.755,44.32,"DeepGreen","Mor Dagi - 3800m",3800
"583",4.25166,97.42083,"DeepGreen","Bukit Mugajah - 3079m",3079
"584",33.22,60.2475,"Green","Kuh-e Mirza 'Arab - 2887m",2887
"585",-2.71083,115.62583,"LightGreen","Gunung Besar - 1892m",1892
"586",30.685,79.70583,"Orange","Hathi Parbat - 6727m",6727
"587",36.64833,72.82833,"Orange","Shayaz Zom - 6050m",6050
"588",27.31833,100.1,"Yellow","Haba Xueshan - 5396m",5396
"589",42.54333,85.34416,"Blue","Pt. 4810� - 4810m",4810
"590",27.57666,100.31083,"Blue","Pt. 4520� - 4520m",4520
"591",33.33916,49.30333,"Blue","Oshtoran Kuh - 4139m",4139
"592",33.95916,48.48166,"DeepGreen","Kuh-e Garin - 3630m",3630
"593",36.55166,45.005,"DeepGreen","Kuhe Haji Ebrahim - 3587m",3587
"594",-2.5025,101.85833,"Green","Gunung Masurai - 2933m",2933
"595",1.06166,120.935,"Green","Bukii Dako - 2260m",2260
"596",33.08166,131.24,"LightGreen","Kuju-san - 1791m",1791
"597",23.975,110.0975,"LightGreen","Shengtang Shan - 1979m",1979
"598",39.07916,113.56666,"DeepGreen","Beitai Ding - 3061m",3061
"599",30.13416,118.16416,"LightGreen","Lian Hua Feng - 1864m",1864
"600",37.73416,71.42166,"Yellow","Pt. 5120� - 5120m",5120
"601",35.93,71.08,"Orange","Kuh-e Shashgal - 6290m",6290
"602",42.67583,44.7575,"Blue","Gora Shan - 4451m",4451
"603",-7.3025,109.99583,"DeepGreen","Gunung Sendoro - 3150m",3150
"604",36.52833,29.185,"LightGreen","Babadag - 1969m",1969
"605",-8.58,117.12166,"LightGreen","Olet Sangenges - 1840m",1840
"606",27.88166,108.68166,"Green","Fenghuang Shan - 2570m",2570
"607",36.97333,59.35666,"DeepGreen","Kuhha-ye Hezar Masjed - 3120m",3120
"608",36.205,75.41833,"Red","Kanjut Sar I - 7760m",7760
"609",35.82861,76.36138,"Red","Muztagh Tower - 7276m",7276
"610",27.93666,92.66666,"Orange","Nyegyi Kansang - 6983m",6983
"611",35.78083,72.28277,"Orange","Thalo Zom - 6050m",6050
"612",29.3225,94.74916,"Yellow","Pt. 5980 - 5980m",5980
"613",27.55,102.355,"Blue","Baibaidin Shan - 4300m",4300
"614",28.8175,56.41333,"DeepGreen","Kuh-e Khabr - 3856m",3856
"615",-3.50666,136.4225,"DeepGreen","Undundi-Wandandi - 3640m",3640
"616",26.735,100.46166,"DeepGreen","Pt. 3480 - 3480m",3480
"617",22.62583,102.7875,"DeepGreen","Phu Si Lung - 3076m",3076
"618",39.85333,141.00083,"Green","Iwate-san - 2038m",2038
"619",0.66416,127.40166,"LightGreen","Pulau Tidore - 1750m",1750
"620",39.67333,54.54333,"LightGreen","Uly Balkan Gershi - 1880m",1880
"621",12.0325,104.17083,"LightGreen","Phnum Aoral - 1810m",1810
"622",40.03916,74.83,"Yellow","Koktutau - 5324m",5324
"623",25.51416,111.32916,"Green","Jiucai Ling - 2010m",2010
"624",36.205,75.2075,"Red","Kunyang Chhish I - 7852m",7852
"625",30.20833,102.33166,"Yellow","Dapin Shan - 5412m",5412
"626",33.62166,67.0475,"Blue","Shah Tus Aqa Ghar - 4803m",4803
"627",26.48,99.4975,"Blue","Xuebang Shan - 4295m",4295
"628",37.30833,44.2525,"DeepGreen","Samdi Dag - 3811m",3811
"629",26.14083,101.18083,"DeepGreen","Dabaicao Ling - 3680m",3680
"630",32.11416,54.58472,"DeepGreen","Kuh-e Kharanaq - 3150m",3150
"631",25.49416,94.75166,"DeepGreen","Mol Len - 3088m",3088
"632",35.78944,137.80444,"Green","Kisokoma-ga-take - 2956m",2956
"633",-0.39,100.33083,"Green","Gunung Singgalang - 2877m",2877
"634",-1.20416,121.80333,"Green","Buyu Lumut - 2403m",2403
"635",27.455,114.17333,"LightGreen","Wugong Shan - 1920m",1920
"636",34.17416,135.90666,"LightGreen","Hakken-san - 1915m",1915
"637",37.38833,87.60666,"Orange","Ayaligtag Range  - 6130m",6130
"638",18.81,97.0375,"Green","Nattaung - 2623m",2623
"639",41.41083,72.91166,"Blue","Gora Babash-Ata - 4427m",4427
"640",8.49416,99.73,"LightGreen","Khao Luang - 1780m",1780
"641",0.80916,127.33333,"LightGreen","Pulau Ternate - 1715m",1715
"642",34.9975,46.4725,"DeepGreen","Kuh-e Shahu - 3350m",3350
"643",35.81166,76.565,"DarkRed","Broad Peak - 8051m",8051
"644",35.57916,77.0775,"Red","Teram Kangri I - 7464m",7464
"645",27.96416,86.335,"Red","Gauri Shankar - 7135m",7135
"646",29.76583,82.75166,"Orange","Kubi Gangri - 6859m",6859
"647",36.21666,82.03583,"Orange","Selik Gulam Muztag - 6691m",6691
"648",31.4525,103.39916,"Yellow","Jiankho Shan - 5300m",5300
"649",38.12583,70.34,"Blue","Gora Imeni Fuchika - 4573m",4573
"650",23.9575,100.26083,"DeepGreen","Hunhua Shan - 3420m",3420
"651",36.50333,56.96166,"Green","Kuh-e Gar - 2950m",2950
"652",23.13833,57.01416,"Green","Jebel Kawr - 2730m",2730
"653",5.04416,95.63333,"Green","Gle Hulumasen - 2310m",2310
"654",17.2025,98.08,"Green","Mela Taung - 2080m",2080
"655",-6.26916,106.05,"LightGreen","Gunung Karang - 1778m",1778
"656",35.33694,127.73055,"LightGreen","Chiri-san - 1915m",1915
"657",33.29583,79.76666,"Orange","Gyoinmaixoi'og Kangri - 6223m",6223
"658",31.3525,78.61,"Orange","Rangrik Rang - 6684m",6684
"659",29.94111,95.74583,"Orange","Pt. 6135 - 6135m",6135
"660",34.90388,75.83333,"Yellow","Pt. 5700 - 5700m",5700
"661",29.0475,94.01416,"Yellow","Pt. 5641 - 5641m",5641
"662",28.59916,98.5025,"Blue","Pt. 4911 - 4911m",4911
"663",43.64916,93.92,"DeepGreen","Dahei Shan - 3970m",3970
"664",33.45583,51.8,"DeepGreen","Kuh-e Karkas - 3870m",3870
"665",27.55416,93.33,"DeepGreen","Dafla Range HP - 3776m",3776
"666",43.31833,80.80166,"DeepGreen","Khrebet Temerliktau HP - 3730m",3730
"667",32.12416,49.995,"DeepGreen","Kuh-e Mafarun - 3480m",3480
"668",35.89333,137.47916,"DeepGreen","Ontake-san - 3067m",3067
"669",5.5525,116.51583,"Green","Gunung Trusmadi - 2643m",2643
"670",33.755,59.85833,"Green","Mila Kuh - 2888m",2888
"671",-3.91583,133.01083,"LightGreen","Pegunungan Kumawa - 1680m",1680
"672",36.45083,76.865,"Orange","Mazar Shan - 6542m",6542
"673",42.03638,78.90777,"Yellow","Khrebet Kuylyutau - 5281m",5281
"674",36.77583,72.44,"Orange","Lunkho e Dosare - 6902m",6902
"675",32.54583,77.41166,"Orange","Mulkila - 6517m",6517
"676",37.5625,75.16166,"Orange","Lyavirdyr - 6361m",6361
"677",30.5875,102.16833,"Yellow","Jiaojin Shan - 5734m",5734
"678",39.44833,71.08333,"Yellow","Pik Tandykul - 5544m",5544
"679",28.99527,82.39555,"Yellow","Bhalu Lek - 5425m",5425
"680",29.35333,81.55333,"Blue","Deora - 4389m",4389
"681",34.66416,48.48666,"DeepGreen","Kuh-e Alvand - 3570m",3570
"682",36.54416,29.56805,"DeepGreen","Uyluk Tepe - 3016m",3016
"683",-7.955,112.465,"Green","Gunung Butak - 2868m",2868
"684",22.16833,103.58916,"Green","Phu Tra - 2540m",2540
"685",-1.42583,119.85666,"Green","Bulu Torompupu - 2463m",2463
"686",-6.71583,106.73333,"Green","Gunung Salak - 2211m",2211
"687",17.73083,101.0075,"Green","Phu Soai Dao - 2120m",2120
"688",-8.34583,123.25666,"LightGreen","Ili Boleng - 1661m",1661
"689",30.13611,82.19833,"Orange","Changla - 6721m",6721
"690",1.0025,109.93333,"LightGreen","Gunung Niut - 1701m",1701
"691",31.78666,99.07333,"Orange","Chola Shan I - 6168m",6168
"692",37.66722,31.30277,"Green","Dedegol Tepesi - 2980m",2980
"693",28.2275,90.61666,"Red","Kula Kangri - 7538m",7538
"694",39.0575,72.00833,"Red","Pik Yevgenii Korzhinievskoi - 7105m",7105
"695",28.36333,91.13583,"Orange","Tarlha Ri - 6777m",6777
"696",33.23083,79.18333,"Orange","Pt. 6300 - 6300m",6300
"697",35.6525,94.25083,"Orange","Sob Gangri - 6224m",6224
"698",29.39833,94.90083,"Yellow","Pt. 5840� - 5840m",5840
"699",42.35166,80.6275,"Yellow","Pt. 5716 - 5716m",5716
"700",32.35666,104.84583,"DeepGreen","Pt. 3030 - 3030m",3030
"701",3.74916,97.78166,"DeepGreen","Gunung Bandahara - 3012m",3012
"702",25.35666,93.89916,"Green","Laikot - 2832m",2832
"703",26.49083,95.84583,"Green","Sangpang Bum - 2692m",2692
"704",24.55416,38.215,"Green","Jebel Jar - 2300m",2300
"705",-8.87833,120.95416,"Green","Gunung Inerie - 2245m",2245
"706",6.10916,124.68583,"Green","Mt. Busa - 2030m",2030
"707",28.76333,87.63166,"Orange","Tsanglha Ri - 6495m",6495
"708",25.86666,110.4125,"Green","Miao'er Shan - 2140m",2140
"709",19.32416,101.24166,"Green","Phou Khe - 2079m",2079
"710",-8.545,123.38416,"LightGreen","Ili Labalekang - 1644m",1644
"711",31.06166,116.1875,"LightGreen","Tianzhu Shan - 1760m",1760
"712",35.17,77.83,"Orange","Shahi Kangri - 6934m",6934
"713",36.0475,80.11916,"Orange","Mush Muztagh - 6638m",6638
"714",30.23666,110.57666,"Green","Pt. 2300 - 2300m",2300
"715",35.61416,76.57916,"Red","Chogolisa I - 7668m",7668
"716",30.31277,79.77722,"Red","Trisul - 7120m",7120
"717",36.51722,71.92083,"Red","Udren Zom - 7108m",7108
"718",28.62833,84.68166,"Orange","Pangpoche I - 6620m",6620
"719",39.01416,71.50416,"Yellow","Pik Agasis - 5900m",5900
"720",27.25,89.70416,"Blue","Pt. 4735 - 4735m",4735
"721",28.95833,102.93666,"Blue","Pt. 4260 - 4260m",4260
"722",30.5625,57.16166,"DeepGreen","Kuh-e Bagh-e Bala - 3775m",3775
"723",26.67833,97.23833,"DeepGreen","Bumhpa Bum - 3411m",3411
"724",37.38583,48.55,"DeepGreen","Kuh-e Aq Dagh - 3321m",3321
"725",-4.2575,103.30583,"Green","Gunung Patah - 2850m",2850
"726",23.33,98.8775,"Green","Mong Ling Shan - 2641m",2641
"727",36.9225,138.06666,"Green","Hiuchi-yama - 2462m",2462
"728",6.10666,125.57,"LightGreen","Kioto Mountains - 1816m",1816
"729",28.88333,114.95083,"LightGreen","Jiuling Shan - 1790m",1790
"730",9.17833,124.72666,"LightGreen","Mt. Mambajao - 1630m",1630
"731",25.2475,112.00333,"LightGreen","Benjiwo - 1953m",1953
"732",19.1975,104.18166,"Green","Phu Xai Lai Leng - 2720m",2720
"733",28.65416,35.30583,"Green","Jebel al Lawz - 2580m",2580
"734",20.68583,97.34166,"Green","Pt. 2519 - 2519m",2519
"735",31.815,94.7,"Orange","Bu'gyai Kangri - 6328m",6328
"736",22.30333,103.775,"DeepGreen","Fansipan - 3143m",3143
"737",35.73833,77.1975,"Orange","AYAKEBAGELA - 6808m",6808
"738",35.7225,78.6875,"Orange","Karakash Shan - 6510m",6510
"739",33.60722,76.12861,"Orange","Bharanzar - 6574m",6574
"740",31.95444,78.21472,"Orange","Manirang - 6593m",6593
"741",35.95583,74.63333,"Orange","Bilchhar Dobani - 6143m",6143
"742",34.03055,76.79027,"Orange","Pt. 6086 - 6086m",6086
"743",30.37916,101.69916,"Yellow","Haizi Shan - 5820m",5820
"744",38.63166,90.64,"Blue","Kogantag - 4800m",4800
"745",27.66083,96.7,"Blue","Dapha Bum - 4578m",4578
"746",28.3425,101.75416,"Blue","Jinping Shan - 4488m",4488
"747",31.33666,50.97166,"DeepGreen","Kuh-e Rag - 3661m",3661
"748",31.34083,70.02916,"DeepGreen","Mizri Ghar - 3111m",3111
"749",36.79833,139.37416,"Green","Shirane-san - 2578m",2578
"750",18.1575,105.4125,"Green","Rao Co - 2286m",2286
"751",24.9275,112.99083,"LightGreen","Paishidin - 1895m",1895
"752",5.4475,95.65583,"LightGreen","Seulawah Agam - 1810m",1810
"753",9.365,118.33416,"LightGreen","Victoria Peaks - 1709m",1709
"754",22.29083,111.215,"LightGreen","Datian Ding - 1704m",1704
"755",10.12388,118.99472,"LightGreen","Cleopatra Needle - 1608m",1608
"756",-6.61666,110.89083,"LightGreen","Gunung Muria - 1602m",1602
"757",22.60833,59.18666,"Green","Jebel Khadar - 2200m",2200
"758",30.2625,67.30138,"DeepGreen","Loe Nekan - 3582m",3582
"759",39.20333,98.54416,"Yellow","Qilian Shan HP - 5547m",5547
"760",28.90833,118.06,"LightGreen","Yujing Feng - 1810m",1810
"761",28.43666,84.64,"Red","Himalchuli I - 7893m",7893
"762",30.7475,79.2875,"Red","Chaukhamba - 7138m",7138
"763",35.91333,76.8875,"Orange","Kaimuk Kangri - 6953m",6953
"764",30.28166,80.06833,"Orange","Nanda Kot - 6861m",6861
"765",30.8375,91.48972,"Orange","Samdain Kangsang - 6590m",6590
"766",29.985,95.4675,"Orange","Pt. 6145 - 6145m",6145
"767",35.67888,72.78027,"Yellow","Falak Sar - 5918m",5918
"768",29.91083,57.20166,"Blue","Kuh-e Jupar - 4150m",4150
"769",25.48916,99.075,"DeepGreen","Finchuiyanou Range - 3580m",3580
"770",-2.40583,120.5425,"DeepGreen","Buyu Balease - 3016m",3016
"771",28.70083,53.24916,"Green","Kuh-e Namak - 2846m",2846
"772",7.69083,124.5075,"Green","Mt. Piapayungan - 2815m",2815
"773",26.81583,95.52333,"Green","Pakhain Range HP - 2780m",2780
"774",21.30333,100.31333,"Green","Loi Pangnao - 2563m",2563
"775",18.01333,120.93916,"Green","Mt. Sicapoo - 2361m",2361
"776",32.865,108.3725,"Green","Tevodian - 2120m",2120
"777",15.48083,121.405,"LightGreen","Mingan Mountains - 1901m",1901
"778",30.58,54.86833,"DeepGreen","Kuh-e Mohammadabad - 3592m",3592
"779",39.34888,70.13777,"Yellow","Pt. 5170 - 5170m",5170
"780",-1.53833,127.66916,"LightGreen","Pulau Obi HP - 1611m",1611
"781",1.81916,115.2725,"Green","Batu Jumak - 2250m",2250
